title,content,url,sub_title,year
Genome studies and molecular genetics,"… The SGN website allows users to retrieve the full set of expressed sequence tag (EST) 
sequences generated by the NSF-funded Tomato Genome Project and the Potato Genome 
Project, as well as EST sequences generated at Cornell for tomato, eggplant and petunia that have …",https://www.sciencedirect.com/science/article/pii/S1369526602002431,"RM Perrin, PA Wigge - Current Opinion in Plant Biology, 2002 - Elsevier",2002
Genome sequencing and genome resources in model legumes,"… truncatula genome project, genetic markers and maps were created in collaboration with 
the University of California at Davis, the University of Minnesota, the French National 
Institute for Agricultural Research (INRA)-Centre National de la Recherche Scientifique (Toulouse, …",https://academic.oup.com/plphys/article-abstract/144/2/588/6106761,"S Sato, Y Nakamura, E Asamizu, S Isobe… - Plant …, 2007 - academic.oup.com",2007
NOVOMIR: de novo prediction of microRNA-coding regions in a single plant-genome,"… and miRNA/miRNA∗ sequences in a plant genome. For this purpose novoMIR uses a series 
… Thresholds and statistical values are learned from sets of true positive sequences (plant pre-… 
novoMIR allows for searches in single plant genomes as well as in viral or viroid genomes. …",https://www.hindawi.com/journals/jna/2010/495904/,"JH Teune, G Steger - Journal of nucleic acids, 2010 - hindawi.com",2010
Timeline: A history of the Human Genome Project,"… (February) In a pivotal report, the NRC endorses the Human Genome Project (HGP), calling for 
a phased approach and a rapid scale-up to $200 … National Research Council (NRC) genome 
panel and announces plans to start Genome Corp., with the goal of sequencing and copy…",https://www.jstor.org/stable/3083473,"L Roberts - Science, 2001 - JSTOR",2001
MIPS: a database for genomes and protein sequences,"… from the DHGP (German Human Genome Project), as well as the project specific databases 
for the GABI (Genome Analysis in Plants) and … Genome analysis in plants (GABIinfo) The 
German national plant genome network (GABI) network joins over 30 experimental groups and …",https://academic.oup.com/nar/article-abstract/30/1/31/1332893,"HW Mewes, D Frishman, U Güldener… - Nucleic acids …, 2002 - academic.oup.com",2002
The genome jigsaw,"… For the Human Genome Project, researchers combined Sanger sequencing with techniques 
to establish markers that locate where the … With millions of repeats distributed throughout 
the plant's genome, short reads could fit in many possible spots in the assembled DNA …",https://www.nature.com/articles/501261a,"V Marx - Nature, 2013 - nature.com",2013
Plant Genome Research Outreach Portal. A gateway to plant genome research “outreach” programs and activities,"… To facilitate such diverse searches, we have developed the Plant Genome Research 
Outreach Portal (PGROP). PGROP seeks to provide a gateway to all plant genome research 
outreach programs and activities, making these resources easily accessible to a wide-ranging …",https://academic.oup.com/plphys/article-abstract/134/3/889/6112293,"SB Baran, CJ Lawrence, V Brendel - Plant physiology, 2004 - academic.oup.com",2004
Arabidopsis genome. A milestone in plant biology,"… Thus, I believe that it was important, at least in the United States, that the NSF began to 
orchestrate a worldwide Arabidopsis genome project. In so doing, NSF had the willing assistance 
of an activist group of Arabidopsis converts who organized themselves into the Multinational …",https://academic.oup.com/plphys/article-abstract/124/4/1451/6109856,"FM Ausubel - Plant Physiology, 2000 - academic.oup.com",2000
Stout camphor tree genome fills gaps in understanding of flowering plant genome evolution,"… -level genome assembly of SCT. Comparative analyses of the SCT genome with those of 
ten other angiosperms and two gymnosperms (ginkgo and Norway spruce) allow us to resolve 
the phylogenetic position of the magnoliids and shed new light on flowering plant genome …",https://www.nature.com/articles/s41477-018-0337-0,"SM Chaw, YC Liu, YW Wu, HY Wang, CYI Lin, CS Wu… - Nature plants, 2019 - nature.com",2019
Cataloguing plant genome structural variations,"… of plant genomic SV research based on NGS and in particular focus on the biological insights 
gained from the large-scale identification of various types of plant SVs… LTR retrotransposons 
and flowering plant genome size: emergence of the increase/ decrease model. Cytogenet. …",https://www.mdpi.com/1467-3045/27/1/11,"X Zhang, X Chen, P Liang, H Tang - Current issues in molecular biology, 2018 - mdpi.com",2018
Plant genome size measurement with DNA image cytometry,"… Based on results for the nine plant species in this study, we propose that the following 
standards are applied to plant DNA IC: (1) CVp … of plant species. It is important to bear in mind 
that medical standards are very stringent and are adapted to properties of the human genome, …",https://www.sciencedirect.com/science/article/pii/S0305736401913940,"B Vilhar, J Greilhuber, JD Koce, EM Temsch… - Annals of Botany, 2001 - Elsevier",2001
Advances in tomato research in the post-genome era,"… Abstract The tomato (Solanum lycopersicum) draft genome, … Genome project was initiated. 
Tomato is an important domesticated crop species, as well as a model organism for many 
aspects of plant biology such as fleshy fruit development, ripening, disease resistance, plant …",https://www.jstage.jst.go.jp/article/plantbiotechnology/30/3/30_13.0904a/_article/-char/ja/,"N Menda, SR Strickler, LA Mueller - Plant Biotechnology, 2013 - jstage.jst.go.jp",2013
The human genome project and novel aspects of cytochrome P450 research,"… Currently, 57 active cytochrome P450 (CYP) genes and 58 pseudogenes are known to be 
present in the human genome. Among the genes discovered by initiatives in the human 
genome project are CYP2R1, CYP2W1, CYP2S1, CYP2U1 and CYP3A43, the latter apparently …",https://www.sciencedirect.com/science/article/pii/S0041008X05002735,"M Ingelman-Sundberg - Toxicology and applied pharmacology, 2005 - Elsevier",2005
Single transcript unit CRISPR 2.0 systems for robust Cas9 and Cas12a mediated plant genome editing,"… In this study, we sought to develop improved STU systems that are highly efficient for plant 
genome editing while overcoming the potential drawbacks of the STU-Cas9-RZ system. Using 
rice as a test platform, two STU-Cas9 systems based Csy4 and tRNA were developed and …",https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.13068,"X Tang, Q Ren, L Yang, Y Bao, Z Zhong… - Plant biotechnology …, 2019 - Wiley Online Library",2019
The genome of melon (Cucumis melo L.),"… of sequenced plant genomes. We observed the absence of recent whole-genome 
duplications in the melon lineage since the ancient eudicot triplication, and our data suggest that 
transposon amplification may in part explain the increased size of the melon genome compared …",https://www.pnas.org/content/109/29/11872.short,"J Garcia-Mas, A Benjak… - Proceedings of the …, 2012 - National Acad Sciences",2012
The Brazilian genome project: a successful example of a research network,"… fastidiosa, a plant pathogen that causes a serious disease in orange trees, is considered 
as a very successful project that was financially … Conducted through a network structure, the 
São Paulo Genome Project, as the project is usually known, is being used as an example to …",https://journals.sagepub.com/doi/abs/10.1177/097172180200700205,"CLB Negraes, PCG Egler - Science, Technology and …, 2002 - journals.sagepub.com",2002
Expressed sequence tags: alternative or complement to whole genome sequences?,"… from approximately 200 plant species have been deposited in the publicly available plant 
expressed sequence tag (… genome scaffold, this ‘poor man's genome’ resource forms the 
core foundations for various genome-scale experiments within the as yet unsequenceable plant …",https://www.sciencedirect.com/science/article/pii/S1360138503001316,"S Rudd - Trends in plant science, 2003 - Elsevier",2003
The Drosophila genome project: a progress report,"… 1998 to develop a plan for completing the Drosophila genome that encourages participation 
of all groups currently working on this project. … Drosophila genome databases The heart 
of any genome project must include a robust and simple system for users to access the data. …",https://www.cell.com/trends/genetics/fulltext/S0168-9525(98)01568-6,"GM Rubin - Trends in genetics, 1998 - cell.com",1998
"The complete chromosomal organization of the reference strain of the Leishmania genome project, L. majorFriedlin'","… In view of the large number of species of Leishmania, and of the biological and genetic 
heterogeneity observed within and between them, it was necessary to select one cloned 
reference strain to be used as a model genome for this project. In 1996, L. major `Friedlin' cloned …",https://www.cell.com/trends/parasitology/fulltext/S0169-4758(98)01275-7,"C Ravel, P Dubessay, P Bastien, JM Blackwell… - Parasitology Today, 1998 - cell.com",1998
